ImageID,"(T_A, T_B)",optA_img,optB_img,true_img,baseline_img,humanChoice,rejectionChoice
202,"(np.float64(0.23927530345746625), np.float64(0.9060499292882348))",DPO_dataset/Img_A/A_202.png,DPO_dataset/Img_B/B_202.png,DPO_dataset/Img_true/Real_202.png,DPO_dataset/Img_baseline/Baseline_202.png,,
203,"(np.float64(0.21357510919325115), np.float64(0.8121555315439805))",DPO_dataset/Img_A/A_203.png,DPO_dataset/Img_B/B_203.png,DPO_dataset/Img_true/Real_203.png,DPO_dataset/Img_baseline/Baseline_203.png,DPO_dataset/Img_A/A_203.png,DPO_dataset/Img_A/A_203.png
204,"(np.float64(0.15058677035308946), np.float64(0.7649646423829212))",DPO_dataset/Img_A/A_204.png,DPO_dataset/Img_B/B_204.png,DPO_dataset/Img_true/Real_204.png,DPO_dataset/Img_baseline/Baseline_204.png,,
205,"(np.float64(0.2557396376200428), np.float64(0.8427125859720798))",DPO_dataset/Img_A/A_205.png,DPO_dataset/Img_B/B_205.png,DPO_dataset/Img_true/Real_205.png,DPO_dataset/Img_baseline/Baseline_205.png,,
206,"(np.float64(0.1973316226739644), np.float64(0.7548715047183807))",DPO_dataset/Img_A/A_206.png,DPO_dataset/Img_B/B_206.png,DPO_dataset/Img_true/Real_206.png,DPO_dataset/Img_baseline/Baseline_206.png,,
207,"(np.float64(0.3157178219951084), np.float64(0.7106434576214261))",DPO_dataset/Img_A/A_207.png,DPO_dataset/Img_B/B_207.png,DPO_dataset/Img_true/Real_207.png,DPO_dataset/Img_baseline/Baseline_207.png,,
208,"(np.float64(0.27387315561796405), np.float64(0.9332906000568898))",DPO_dataset/Img_A/A_208.png,DPO_dataset/Img_B/B_208.png,DPO_dataset/Img_true/Real_208.png,DPO_dataset/Img_baseline/Baseline_208.png,,
209,"(np.float64(0.3585049079542937), np.float64(0.7908814208937041))",DPO_dataset/Img_A/A_209.png,DPO_dataset/Img_B/B_209.png,DPO_dataset/Img_true/Real_209.png,DPO_dataset/Img_baseline/Baseline_209.png,,
210,"(np.float64(0.3405632836952794), np.float64(0.8233219551839245))",DPO_dataset/Img_A/A_210.png,DPO_dataset/Img_B/B_210.png,DPO_dataset/Img_true/Real_210.png,DPO_dataset/Img_baseline/Baseline_210.png,,
211,"(np.float64(0.36498212966590854), np.float64(0.8728881856477206))",DPO_dataset/Img_A/A_211.png,DPO_dataset/Img_B/B_211.png,DPO_dataset/Img_true/Real_211.png,DPO_dataset/Img_baseline/Baseline_211.png,,
212,"(np.float64(0.3995291349533668), np.float64(0.7373941300746127))",DPO_dataset/Img_A/A_212.png,DPO_dataset/Img_B/B_212.png,DPO_dataset/Img_true/Real_212.png,DPO_dataset/Img_baseline/Baseline_212.png,,
213,"(np.float64(0.3385029886392594), np.float64(0.7389995309288786))",DPO_dataset/Img_A/A_213.png,DPO_dataset/Img_B/B_213.png,DPO_dataset/Img_true/Real_213.png,DPO_dataset/Img_baseline/Baseline_213.png,,
214,"(np.float64(0.4012936221632226), np.float64(0.7856313102178281))",DPO_dataset/Img_A/A_214.png,DPO_dataset/Img_B/B_214.png,DPO_dataset/Img_true/Real_214.png,DPO_dataset/Img_baseline/Baseline_214.png,DPO_dataset/Img_B/B_214.png,DPO_dataset/Img_B/B_214.png
215,"(np.float64(0.36109399269213316), np.float64(0.8457699554694361))",DPO_dataset/Img_A/A_215.png,DPO_dataset/Img_B/B_215.png,DPO_dataset/Img_true/Real_215.png,DPO_dataset/Img_baseline/Baseline_215.png,DPO_dataset/Img_B/B_215.png,DPO_dataset/Img_B/B_215.png
216,"(np.float64(0.15733194790433946), np.float64(1.0))",DPO_dataset/Img_A/A_216.png,DPO_dataset/Img_B/B_216.png,DPO_dataset/Img_true/Real_216.png,DPO_dataset/Img_baseline/Baseline_216.png,DPO_dataset/Img_A/A_216.png,DPO_dataset/Img_B/B_216.png
217,"(np.float64(0.2950309218076894), np.float64(0.8902420344235749))",DPO_dataset/Img_A/A_217.png,DPO_dataset/Img_B/B_217.png,DPO_dataset/Img_true/Real_217.png,DPO_dataset/Img_baseline/Baseline_217.png,DPO_dataset/Img_B/B_217.png,None
218,"(np.float64(0.2137774718211015), np.float64(0.9668147999870753))",DPO_dataset/Img_A/A_218.png,DPO_dataset/Img_B/B_218.png,DPO_dataset/Img_true/Real_218.png,DPO_dataset/Img_baseline/Baseline_218.png,,
219,"(np.float64(0.06248184035594881), np.float64(0.7972479013766475))",DPO_dataset/Img_A/A_219.png,DPO_dataset/Img_B/B_219.png,DPO_dataset/Img_true/Real_219.png,DPO_dataset/Img_baseline/Baseline_219.png,DPO_dataset/Img_A/A_219.png,DPO_dataset/Img_B/B_219.png
220,"(np.float64(0.4016676787064991), np.float64(1.0))",DPO_dataset/Img_A/A_220.png,DPO_dataset/Img_B/B_220.png,DPO_dataset/Img_true/Real_220.png,DPO_dataset/Img_baseline/Baseline_220.png,,
221,"(np.float64(0.4166914575638054), np.float64(0.7445892933601653))",DPO_dataset/Img_A/A_221.png,DPO_dataset/Img_B/B_221.png,DPO_dataset/Img_true/Real_221.png,DPO_dataset/Img_baseline/Baseline_221.png,,
222,"(np.float64(0.526468492616574), np.float64(0.6852341090404082))",DPO_dataset/Img_A/A_222.png,DPO_dataset/Img_B/B_222.png,DPO_dataset/Img_true/Real_222.png,DPO_dataset/Img_baseline/Baseline_222.png,,
223,"(np.float64(0.36998640188340665), np.float64(0.6457893676906801))",DPO_dataset/Img_A/A_223.png,DPO_dataset/Img_B/B_223.png,DPO_dataset/Img_true/Real_223.png,DPO_dataset/Img_baseline/Baseline_223.png,DPO_dataset/Img_B/B_223.png,DPO_dataset/Img_B/B_223.png
224,"(np.float64(0.3603831852307883), np.float64(0.7438136226910418))",DPO_dataset/Img_A/A_224.png,DPO_dataset/Img_B/B_224.png,DPO_dataset/Img_true/Real_224.png,DPO_dataset/Img_baseline/Baseline_224.png,DPO_dataset/Img_A/A_224.png,DPO_dataset/Img_A/A_224.png
225,"(np.float64(0.34472663031407813), np.float64(0.7467731443550241))",DPO_dataset/Img_A/A_225.png,DPO_dataset/Img_B/B_225.png,DPO_dataset/Img_true/Real_225.png,DPO_dataset/Img_baseline/Baseline_225.png,,
226,"(np.float64(0.2614592173249863), np.float64(0.7257326125810312))",DPO_dataset/Img_A/A_226.png,DPO_dataset/Img_B/B_226.png,DPO_dataset/Img_true/Real_226.png,DPO_dataset/Img_baseline/Baseline_226.png,,
227,"(np.float64(0.20756118356711614), np.float64(0.7339417232369484))",DPO_dataset/Img_A/A_227.png,DPO_dataset/Img_B/B_227.png,DPO_dataset/Img_true/Real_227.png,DPO_dataset/Img_baseline/Baseline_227.png,DPO_dataset/Img_B/B_227.png,DPO_dataset/Img_B/B_227.png
228,"(np.float64(0.33235871650423887), np.float64(0.5930600505981114))",DPO_dataset/Img_A/A_228.png,DPO_dataset/Img_B/B_228.png,DPO_dataset/Img_true/Real_228.png,DPO_dataset/Img_baseline/Baseline_228.png,DPO_dataset/Img_B/B_228.png,DPO_dataset/Img_A/A_228.png
229,"(np.float64(0.11456318718241523), np.float64(0.7442625633055443))",DPO_dataset/Img_A/A_229.png,DPO_dataset/Img_B/B_229.png,DPO_dataset/Img_true/Real_229.png,DPO_dataset/Img_baseline/Baseline_229.png,,
230,"(np.float64(0.21010107827781932), np.float64(0.5747695017679368))",DPO_dataset/Img_A/A_230.png,DPO_dataset/Img_B/B_230.png,DPO_dataset/Img_true/Real_230.png,DPO_dataset/Img_baseline/Baseline_230.png,DPO_dataset/Img_A/A_230.png,DPO_dataset/Img_B/B_230.png
231,"(np.float64(0.25357081330864695), np.float64(0.8949935550941661))",DPO_dataset/Img_A/A_231.png,DPO_dataset/Img_B/B_231.png,DPO_dataset/Img_true/Real_231.png,DPO_dataset/Img_baseline/Baseline_231.png,DPO_dataset/Img_A/A_231.png,DPO_dataset/Img_A/A_231.png
232,"(np.float64(0.13928176970583867), np.float64(0.9583232612512571))",DPO_dataset/Img_A/A_232.png,DPO_dataset/Img_B/B_232.png,DPO_dataset/Img_true/Real_232.png,DPO_dataset/Img_baseline/Baseline_232.png,,
233,"(np.float64(0.08854099392660097), np.float64(0.9623925821342267))",DPO_dataset/Img_A/A_233.png,DPO_dataset/Img_B/B_233.png,DPO_dataset/Img_true/Real_233.png,DPO_dataset/Img_baseline/Baseline_233.png,,
234,"(np.float64(0.3027126255354497), np.float64(0.9535859814397798))",DPO_dataset/Img_A/A_234.png,DPO_dataset/Img_B/B_234.png,DPO_dataset/Img_true/Real_234.png,DPO_dataset/Img_baseline/Baseline_234.png,DPO_dataset/Img_A/A_234.png,DPO_dataset/Img_B/B_234.png
235,"(np.float64(0.33395682901148854), np.float64(0.9045823905244704))",DPO_dataset/Img_A/A_235.png,DPO_dataset/Img_B/B_235.png,DPO_dataset/Img_true/Real_235.png,DPO_dataset/Img_baseline/Baseline_235.png,,
236,"(np.float64(0.2982696913428673), np.float64(0.9954085522884372))",DPO_dataset/Img_A/A_236.png,DPO_dataset/Img_B/B_236.png,DPO_dataset/Img_true/Real_236.png,DPO_dataset/Img_baseline/Baseline_236.png,,
237,"(np.float64(0.26391621965584044), np.float64(0.7437908300492175))",DPO_dataset/Img_A/A_237.png,DPO_dataset/Img_B/B_237.png,DPO_dataset/Img_true/Real_237.png,DPO_dataset/Img_baseline/Baseline_237.png,,
238,"(np.float64(0.21033060159179523), np.float64(0.8149214270457532))",DPO_dataset/Img_A/A_238.png,DPO_dataset/Img_B/B_238.png,DPO_dataset/Img_true/Real_238.png,DPO_dataset/Img_baseline/Baseline_238.png,,
239,"(np.float64(0.34167747702553936), np.float64(0.7062206791702326))",DPO_dataset/Img_A/A_239.png,DPO_dataset/Img_B/B_239.png,DPO_dataset/Img_true/Real_239.png,DPO_dataset/Img_baseline/Baseline_239.png,,
240,"(np.float64(0.38373704987155893), np.float64(0.9036795424211584))",DPO_dataset/Img_A/A_240.png,DPO_dataset/Img_B/B_240.png,DPO_dataset/Img_true/Real_240.png,DPO_dataset/Img_baseline/Baseline_240.png,DPO_dataset/Img_A/A_240.png,DPO_dataset/Img_B/B_240.png
241,"(np.float64(0.06047872615524949), np.float64(0.8498611339999073))",DPO_dataset/Img_A/A_241.png,DPO_dataset/Img_B/B_241.png,DPO_dataset/Img_true/Real_241.png,DPO_dataset/Img_baseline/Baseline_241.png,DPO_dataset/Img_B/B_241.png,DPO_dataset/Img_A/A_241.png
242,"(np.float64(0.33822769951561515), np.float64(0.7516402039202252))",DPO_dataset/Img_A/A_242.png,DPO_dataset/Img_B/B_242.png,DPO_dataset/Img_true/Real_242.png,DPO_dataset/Img_baseline/Baseline_242.png,,
243,"(np.float64(0.24049769581295885), np.float64(0.6423875559556205))",DPO_dataset/Img_A/A_243.png,DPO_dataset/Img_B/B_243.png,DPO_dataset/Img_true/Real_243.png,DPO_dataset/Img_baseline/Baseline_243.png,DPO_dataset/Img_A/A_243.png,DPO_dataset/Img_B/B_243.png
244,"(np.float64(0.3368514597667543), np.float64(0.8589076158029855))",DPO_dataset/Img_A/A_244.png,DPO_dataset/Img_B/B_244.png,DPO_dataset/Img_true/Real_244.png,DPO_dataset/Img_baseline/Baseline_244.png,,
245,"(np.float64(0.3899024748590771), np.float64(0.6379837196789128))",DPO_dataset/Img_A/A_245.png,DPO_dataset/Img_B/B_245.png,DPO_dataset/Img_true/Real_245.png,DPO_dataset/Img_baseline/Baseline_245.png,,
246,"(np.float64(0.3999258481886094), np.float64(0.7318485414322428))",DPO_dataset/Img_A/A_246.png,DPO_dataset/Img_B/B_246.png,DPO_dataset/Img_true/Real_246.png,DPO_dataset/Img_baseline/Baseline_246.png,,
247,"(np.float64(0.36378335599332123), np.float64(0.9995309250558084))",DPO_dataset/Img_A/A_247.png,DPO_dataset/Img_B/B_247.png,DPO_dataset/Img_true/Real_247.png,DPO_dataset/Img_baseline/Baseline_247.png,,
248,"(np.float64(0.42861709861495845), np.float64(0.7325278494336819))",DPO_dataset/Img_A/A_248.png,DPO_dataset/Img_B/B_248.png,DPO_dataset/Img_true/Real_248.png,DPO_dataset/Img_baseline/Baseline_248.png,,
249,"(np.float64(0.09171374444493574), np.float64(0.8561675419397028))",DPO_dataset/Img_A/A_249.png,DPO_dataset/Img_B/B_249.png,DPO_dataset/Img_true/Real_249.png,DPO_dataset/Img_baseline/Baseline_249.png,,
250,"(np.float64(0.2788344706469441), np.float64(0.79231172748638))",DPO_dataset/Img_A/A_250.png,DPO_dataset/Img_B/B_250.png,DPO_dataset/Img_true/Real_250.png,DPO_dataset/Img_baseline/Baseline_250.png,,
251,"(np.float64(0.24570852735252988), np.float64(0.7832256345791603))",DPO_dataset/Img_A/A_251.png,DPO_dataset/Img_B/B_251.png,DPO_dataset/Img_true/Real_251.png,DPO_dataset/Img_baseline/Baseline_251.png,,
252,"(np.float64(0.33793428093303984), np.float64(0.7490898650088698))",DPO_dataset/Img_A/A_252.png,DPO_dataset/Img_B/B_252.png,DPO_dataset/Img_true/Real_252.png,DPO_dataset/Img_baseline/Baseline_252.png,,
253,"(np.float64(0.369006648391076), np.float64(0.7934491547215721))",DPO_dataset/Img_A/A_253.png,DPO_dataset/Img_B/B_253.png,DPO_dataset/Img_true/Real_253.png,DPO_dataset/Img_baseline/Baseline_253.png,,
254,"(np.float64(0.20330555476523585), np.float64(0.9482060177337054))",DPO_dataset/Img_A/A_254.png,DPO_dataset/Img_B/B_254.png,DPO_dataset/Img_true/Real_254.png,DPO_dataset/Img_baseline/Baseline_254.png,,
255,"(np.float64(0.23011472014926948), np.float64(0.9028389975592823))",DPO_dataset/Img_A/A_255.png,DPO_dataset/Img_B/B_255.png,DPO_dataset/Img_true/Real_255.png,DPO_dataset/Img_baseline/Baseline_255.png,,
256,"(np.float64(0.21848695217400685), np.float64(0.9248025407250144))",DPO_dataset/Img_A/A_256.png,DPO_dataset/Img_B/B_256.png,DPO_dataset/Img_true/Real_256.png,DPO_dataset/Img_baseline/Baseline_256.png,,
257,"(np.float64(0.18017551017089045), np.float64(0.8053405429722765))",DPO_dataset/Img_A/A_257.png,DPO_dataset/Img_B/B_257.png,DPO_dataset/Img_true/Real_257.png,DPO_dataset/Img_baseline/Baseline_257.png,,
258,"(np.float64(0.23813637358107903), np.float64(0.6153809849948254))",DPO_dataset/Img_A/A_258.png,DPO_dataset/Img_B/B_258.png,DPO_dataset/Img_true/Real_258.png,DPO_dataset/Img_baseline/Baseline_258.png,DPO_dataset/Img_B/B_258.png,DPO_dataset/Img_A/A_258.png
259,"(np.float64(0.26041473052008807), np.float64(0.8281200618308987))",DPO_dataset/Img_A/A_259.png,DPO_dataset/Img_B/B_259.png,DPO_dataset/Img_true/Real_259.png,DPO_dataset/Img_baseline/Baseline_259.png,,
260,"(np.float64(0.26734162158453023), np.float64(0.8265934638511971))",DPO_dataset/Img_A/A_260.png,DPO_dataset/Img_B/B_260.png,DPO_dataset/Img_true/Real_260.png,DPO_dataset/Img_baseline/Baseline_260.png,,
261,"(np.float64(0.26792988230898235), np.float64(0.9144535687645156))",DPO_dataset/Img_A/A_261.png,DPO_dataset/Img_B/B_261.png,DPO_dataset/Img_true/Real_261.png,DPO_dataset/Img_baseline/Baseline_261.png,,
262,"(np.float64(0.2990316367811797), np.float64(0.6958409289884929))",DPO_dataset/Img_A/A_262.png,DPO_dataset/Img_B/B_262.png,DPO_dataset/Img_true/Real_262.png,DPO_dataset/Img_baseline/Baseline_262.png,DPO_dataset/Img_A/A_262.png,DPO_dataset/Img_B/B_262.png
263,"(np.float64(0.2836337695660776), np.float64(0.7787287880637045))",DPO_dataset/Img_A/A_263.png,DPO_dataset/Img_B/B_263.png,DPO_dataset/Img_true/Real_263.png,DPO_dataset/Img_baseline/Baseline_263.png,,
264,"(np.float64(0.28964715955415277), np.float64(0.8308626889844547))",DPO_dataset/Img_A/A_264.png,DPO_dataset/Img_B/B_264.png,DPO_dataset/Img_true/Real_264.png,DPO_dataset/Img_baseline/Baseline_264.png,,
265,"(np.float64(0.17432238787955234), np.float64(0.752004989803778))",DPO_dataset/Img_A/A_265.png,DPO_dataset/Img_B/B_265.png,DPO_dataset/Img_true/Real_265.png,DPO_dataset/Img_baseline/Baseline_265.png,,
266,"(np.float64(0.19293294954750348), np.float64(0.8173193419278639))",DPO_dataset/Img_A/A_266.png,DPO_dataset/Img_B/B_266.png,DPO_dataset/Img_true/Real_266.png,DPO_dataset/Img_baseline/Baseline_266.png,,
267,"(np.float64(0.20238614846288655), np.float64(0.6851187944463867))",DPO_dataset/Img_A/A_267.png,DPO_dataset/Img_B/B_267.png,DPO_dataset/Img_true/Real_267.png,DPO_dataset/Img_baseline/Baseline_267.png,DPO_dataset/Img_B/B_267.png,DPO_dataset/Img_A/A_267.png
268,"(np.float64(0.3599572444038203), np.float64(0.5453556178083165))",DPO_dataset/Img_A/A_268.png,DPO_dataset/Img_B/B_268.png,DPO_dataset/Img_true/Real_268.png,DPO_dataset/Img_baseline/Baseline_268.png,,
269,"(np.float64(0.4007342391001964), np.float64(0.7900684016037439))",DPO_dataset/Img_A/A_269.png,DPO_dataset/Img_B/B_269.png,DPO_dataset/Img_true/Real_269.png,DPO_dataset/Img_baseline/Baseline_269.png,DPO_dataset/Img_B/B_269.png,DPO_dataset/Img_A/A_269.png
270,"(np.float64(0.36374612218170216), np.float64(0.7490903976922888))",DPO_dataset/Img_A/A_270.png,DPO_dataset/Img_B/B_270.png,DPO_dataset/Img_true/Real_270.png,DPO_dataset/Img_baseline/Baseline_270.png,,
271,"(np.float64(0.3599889521445187), np.float64(0.8332194998193275))",DPO_dataset/Img_A/A_271.png,DPO_dataset/Img_B/B_271.png,DPO_dataset/Img_true/Real_271.png,DPO_dataset/Img_baseline/Baseline_271.png,,
272,"(np.float64(0.21741820471351503), np.float64(0.9522054738837966))",DPO_dataset/Img_A/A_272.png,DPO_dataset/Img_B/B_272.png,DPO_dataset/Img_true/Real_272.png,DPO_dataset/Img_baseline/Baseline_272.png,,
273,"(np.float64(0.4557973224350633), np.float64(0.7952477779299462))",DPO_dataset/Img_A/A_273.png,DPO_dataset/Img_B/B_273.png,DPO_dataset/Img_true/Real_273.png,DPO_dataset/Img_baseline/Baseline_273.png,DPO_dataset/Img_A/A_273.png,DPO_dataset/Img_A/A_273.png
274,"(np.float64(0.2604007139957624), np.float64(1.0))",DPO_dataset/Img_A/A_274.png,DPO_dataset/Img_B/B_274.png,DPO_dataset/Img_true/Real_274.png,DPO_dataset/Img_baseline/Baseline_274.png,DPO_dataset/Img_B/B_274.png,DPO_dataset/Img_B/B_274.png
275,"(np.float64(0.3690033200658328), np.float64(0.9564700387681384))",DPO_dataset/Img_A/A_275.png,DPO_dataset/Img_B/B_275.png,DPO_dataset/Img_true/Real_275.png,DPO_dataset/Img_baseline/Baseline_275.png,,
276,"(np.float64(0.3073199151717676), np.float64(0.8480386856206971))",DPO_dataset/Img_A/A_276.png,DPO_dataset/Img_B/B_276.png,DPO_dataset/Img_true/Real_276.png,DPO_dataset/Img_baseline/Baseline_276.png,,
277,"(np.float64(0.20192133879120333), np.float64(0.8952667276769872))",DPO_dataset/Img_A/A_277.png,DPO_dataset/Img_B/B_277.png,DPO_dataset/Img_true/Real_277.png,DPO_dataset/Img_baseline/Baseline_277.png,,
278,"(np.float64(0.32098569044160413), np.float64(0.8876206012577381))",DPO_dataset/Img_A/A_278.png,DPO_dataset/Img_B/B_278.png,DPO_dataset/Img_true/Real_278.png,DPO_dataset/Img_baseline/Baseline_278.png,DPO_dataset/Img_B/B_278.png,DPO_dataset/Img_B/B_278.png
279,"(np.float64(0.43999810781761944), np.float64(0.7149014580126246))",DPO_dataset/Img_A/A_279.png,DPO_dataset/Img_B/B_279.png,DPO_dataset/Img_true/Real_279.png,DPO_dataset/Img_baseline/Baseline_279.png,,
280,"(np.float64(0.2899405595300846), np.float64(0.846879241125881))",DPO_dataset/Img_A/A_280.png,DPO_dataset/Img_B/B_280.png,DPO_dataset/Img_true/Real_280.png,DPO_dataset/Img_baseline/Baseline_280.png,DPO_dataset/Img_B/B_280.png,DPO_dataset/Img_B/B_280.png
281,"(np.float64(0.3057565592829465), np.float64(0.7077241493678299))",DPO_dataset/Img_A/A_281.png,DPO_dataset/Img_B/B_281.png,DPO_dataset/Img_true/Real_281.png,DPO_dataset/Img_baseline/Baseline_281.png,,
282,"(np.float64(0.09838341004613113), np.float64(0.8189737174426813))",DPO_dataset/Img_A/A_282.png,DPO_dataset/Img_B/B_282.png,DPO_dataset/Img_true/Real_282.png,DPO_dataset/Img_baseline/Baseline_282.png,DPO_dataset/Img_B/B_282.png,DPO_dataset/Img_B/B_282.png
283,"(np.float64(0.2595767456278142), np.float64(0.7890671783083846))",DPO_dataset/Img_A/A_283.png,DPO_dataset/Img_B/B_283.png,DPO_dataset/Img_true/Real_283.png,DPO_dataset/Img_baseline/Baseline_283.png,,
284,"(np.float64(0.2613000984362738), np.float64(0.7865914609047713))",DPO_dataset/Img_A/A_284.png,DPO_dataset/Img_B/B_284.png,DPO_dataset/Img_true/Real_284.png,DPO_dataset/Img_baseline/Baseline_284.png,DPO_dataset/Img_B/B_284.png,DPO_dataset/Img_B/B_284.png
285,"(np.float64(0.1939537394904132), np.float64(0.6836689444804508))",DPO_dataset/Img_A/A_285.png,DPO_dataset/Img_B/B_285.png,DPO_dataset/Img_true/Real_285.png,DPO_dataset/Img_baseline/Baseline_285.png,,
286,"(np.float64(0.13336605125560858), np.float64(0.7459621488654367))",DPO_dataset/Img_A/A_286.png,DPO_dataset/Img_B/B_286.png,DPO_dataset/Img_true/Real_286.png,DPO_dataset/Img_baseline/Baseline_286.png,,
287,"(np.float64(0.36749744999705813), np.float64(0.7626733487988562))",DPO_dataset/Img_A/A_287.png,DPO_dataset/Img_B/B_287.png,DPO_dataset/Img_true/Real_287.png,DPO_dataset/Img_baseline/Baseline_287.png,,
288,"(np.float64(0.3239335980939783), np.float64(0.678172476373666))",DPO_dataset/Img_A/A_288.png,DPO_dataset/Img_B/B_288.png,DPO_dataset/Img_true/Real_288.png,DPO_dataset/Img_baseline/Baseline_288.png,DPO_dataset/Img_B/B_288.png,None
289,"(np.float64(0.30025206794314613), np.float64(0.8922938697390103))",DPO_dataset/Img_A/A_289.png,DPO_dataset/Img_B/B_289.png,DPO_dataset/Img_true/Real_289.png,DPO_dataset/Img_baseline/Baseline_289.png,DPO_dataset/Img_B/B_289.png,DPO_dataset/Img_B/B_289.png
290,"(np.float64(0.20381714236309223), np.float64(0.769649241106551))",DPO_dataset/Img_A/A_290.png,DPO_dataset/Img_B/B_290.png,DPO_dataset/Img_true/Real_290.png,DPO_dataset/Img_baseline/Baseline_290.png,DPO_dataset/Img_A/A_290.png,DPO_dataset/Img_B/B_290.png
291,"(np.float64(0.3889014364599138), np.float64(0.7019538863584126))",DPO_dataset/Img_A/A_291.png,DPO_dataset/Img_B/B_291.png,DPO_dataset/Img_true/Real_291.png,DPO_dataset/Img_baseline/Baseline_291.png,DPO_dataset/Img_A/A_291.png,DPO_dataset/Img_A/A_291.png
292,"(np.float64(0.2510483444353893), np.float64(0.9885332210070311))",DPO_dataset/Img_A/A_292.png,DPO_dataset/Img_B/B_292.png,DPO_dataset/Img_true/Real_292.png,DPO_dataset/Img_baseline/Baseline_292.png,DPO_dataset/Img_A/A_292.png,DPO_dataset/Img_A/A_292.png
293,"(np.float64(0.1744446801316096), np.float64(0.8859905351467066))",DPO_dataset/Img_A/A_293.png,DPO_dataset/Img_B/B_293.png,DPO_dataset/Img_true/Real_293.png,DPO_dataset/Img_baseline/Baseline_293.png,DPO_dataset/Img_A/A_293.png,DPO_dataset/Img_B/B_293.png
294,"(np.float64(0.1472043145569421), np.float64(0.7569488332944547))",DPO_dataset/Img_A/A_294.png,DPO_dataset/Img_B/B_294.png,DPO_dataset/Img_true/Real_294.png,DPO_dataset/Img_baseline/Baseline_294.png,,
295,"(np.float64(0.23318874784790314), np.float64(0.7921753586261456))",DPO_dataset/Img_A/A_295.png,DPO_dataset/Img_B/B_295.png,DPO_dataset/Img_true/Real_295.png,DPO_dataset/Img_baseline/Baseline_295.png,DPO_dataset/Img_B/B_295.png,None
296,"(np.float64(0.2701812533784836), np.float64(0.7077202618089918))",DPO_dataset/Img_A/A_296.png,DPO_dataset/Img_B/B_296.png,DPO_dataset/Img_true/Real_296.png,DPO_dataset/Img_baseline/Baseline_296.png,,
297,"(np.float64(0.456249434574273), np.float64(0.9172536005362341))",DPO_dataset/Img_A/A_297.png,DPO_dataset/Img_B/B_297.png,DPO_dataset/Img_true/Real_297.png,DPO_dataset/Img_baseline/Baseline_297.png,DPO_dataset/Img_B/B_297.png,DPO_dataset/Img_B/B_297.png
298,"(np.float64(0.2759635739412728), np.float64(0.6427263752505105))",DPO_dataset/Img_A/A_298.png,DPO_dataset/Img_B/B_298.png,DPO_dataset/Img_true/Real_298.png,DPO_dataset/Img_baseline/Baseline_298.png,,
299,"(np.float64(0.4255471075530727), np.float64(0.6185295538124108))",DPO_dataset/Img_A/A_299.png,DPO_dataset/Img_B/B_299.png,DPO_dataset/Img_true/Real_299.png,DPO_dataset/Img_baseline/Baseline_299.png,DPO_dataset/Img_A/A_299.png,DPO_dataset/Img_A/A_299.png
300,"(np.float64(0.22637410929097537), np.float64(0.9554966327872906))",DPO_dataset/Img_A/A_300.png,DPO_dataset/Img_B/B_300.png,DPO_dataset/Img_true/Real_300.png,DPO_dataset/Img_baseline/Baseline_300.png,DPO_dataset/Img_B/B_300.png,DPO_dataset/Img_B/B_300.png
301,"(np.float64(0.2944479554413472), np.float64(0.9445255480542906))",DPO_dataset/Img_A/A_301.png,DPO_dataset/Img_B/B_301.png,DPO_dataset/Img_true/Real_301.png,DPO_dataset/Img_baseline/Baseline_301.png,DPO_dataset/Img_B/B_301.png,DPO_dataset/Img_A/A_301.png
302,"(np.float64(0.30312027013753934), np.float64(0.7331974252814033))",DPO_dataset/Img_A/A_302.png,DPO_dataset/Img_B/B_302.png,DPO_dataset/Img_true/Real_302.png,DPO_dataset/Img_baseline/Baseline_302.png,,
303,"(np.float64(0.22651584078961168), np.float64(0.7539779785399514))",DPO_dataset/Img_A/A_303.png,DPO_dataset/Img_B/B_303.png,DPO_dataset/Img_true/Real_303.png,DPO_dataset/Img_baseline/Baseline_303.png,DPO_dataset/Img_B/B_303.png,DPO_dataset/Img_B/B_303.png
304,"(np.float64(0.2671152541209726), np.float64(0.7713303119924727))",DPO_dataset/Img_A/A_304.png,DPO_dataset/Img_B/B_304.png,DPO_dataset/Img_true/Real_304.png,DPO_dataset/Img_baseline/Baseline_304.png,,
305,"(np.float64(0.28500801757307087), np.float64(0.8482488495600298))",DPO_dataset/Img_A/A_305.png,DPO_dataset/Img_B/B_305.png,DPO_dataset/Img_true/Real_305.png,DPO_dataset/Img_baseline/Baseline_305.png,DPO_dataset/Img_B/B_305.png,DPO_dataset/Img_A/A_305.png
306,"(np.float64(0.42312877233064183), np.float64(0.7573473198491787))",DPO_dataset/Img_A/A_306.png,DPO_dataset/Img_B/B_306.png,DPO_dataset/Img_true/Real_306.png,DPO_dataset/Img_baseline/Baseline_306.png,DPO_dataset/Img_A/A_306.png,DPO_dataset/Img_A/A_306.png
307,"(np.float64(0.15098614614598185), np.float64(0.9084573138205392))",DPO_dataset/Img_A/A_307.png,DPO_dataset/Img_B/B_307.png,DPO_dataset/Img_true/Real_307.png,DPO_dataset/Img_baseline/Baseline_307.png,,
308,"(np.float64(0.22830666919200368), np.float64(0.8505318053135551))",DPO_dataset/Img_A/A_308.png,DPO_dataset/Img_B/B_308.png,DPO_dataset/Img_true/Real_308.png,DPO_dataset/Img_baseline/Baseline_308.png,DPO_dataset/Img_A/A_308.png,DPO_dataset/Img_B/B_308.png
